Name,Frequency,Confidence,Primary_Role,Affiliation,Variants,File_Count
Stewart Was Indicating,1,low,legislator,,,1
Stewart Is One,1,low,legislator,,,1
But Yeah Basically,1,low,official,,,1
Service But But,1,low,official,,,1
Honorable Members Great,1,low,official,,,1
Just For Efficiency,1,low,official,,,1
Pro Tem Correct,1,low,official,,,1
With Respect Actually,1,low,official,,,1
Senators Dr Scrase,1,low,official,,,1
It'Ll Only,1,low,official,,,1
Mister Response,1,low,official,,,1
All Right Through,1,low,official,,,1
Helpful,1,low,official,,,1
But Is Not,1,low,official,,,1
Michael Send,1,low,official,,,1
Scrase Has Joined,1,low,official,,,1
Instead Of Public,1,low,official,,,1
Part Way Exactly,1,low,unknown,,,1
Mr To Loose,1,low,unknown,,,1
Mr Response,1,low,unknown,,,1
Mr Solution Army,1,low,unknown,,,1
Phillips Unless Dr,1,low,unknown,,,1
Because We Recognize,1,low,unknown,,,1
Charges One Make,1,low,unknown,,,1
Conseguir,1,low,unknown,,,1
Michael Mr Consent,1,low,unknown,,,1
Ships Ms Dickerson,1,low,unknown,,,1
Michael You'Re,1,low,unknown,,,1
Constructs Roadrunner,1,low,unknown,,,1
Ships Mr Conserver,1,low,unknown,,,1
Shapps Next Please,1,low,unknown,,,1
Chris Has Expedited,1,low,unknown,,,1
Call Your Recognized,1,low,unknown,,,1
Garden Present,1,low,unknown,,,1
Scrase Something Like,1,low,expert,,,1
Scrase Is Not,1,low,expert,,,1
Scrase Or Our,1,low,expert,,,1
Scrase You'Re,1,low,expert,,,1
John Blair,1,low,public,,,1
Annika Montemagno Pilch,1,low,lobbyist,"New Mexico cross
Association Cory Griffith New
Mexico family advocacy program
Alyssa Davis NMCA M",,1
Rah Have Put,1,low,legislator,,,1
Cervantes And His,1,low,legislator,,,1
Ma To Senate,1,low,legislator,,,1
Maestas Went Over,1,low,legislator,,,1
Doing Is Done,1,low,legislator,,,1
Wirth And Many,1,low,legislator,,,1
Bradley Mentioned,1,low,legislator,,,1
Savannah Said,1,low,legislator,,,1
Work To Explain,1,low,legislator,,,1
Cervantes For His,1,low,legislator,,,1
Just To Specify,1,low,official,,,1
Which Yeah,1,low,official,,,1
We'Ve,1,low,official,,,1
All The Local,1,low,official,,,1
Bowie Is Gonna,1,low,official,,,1
Dolan To Make,1,low,unknown,,,1
Dolan For Maybe,1,low,unknown,,,1
Rachel Feldman,1,low,public,,,1
Nicholas Tucio,1,low,public,,,1
Chief Steve Hebby,1,low,public,,,1
William Farisen,1,low,public,,,1
Her Bundy,1,low,public,,,1
Sean Dolan,1,low,lobbyist,"Legislative
council Service who will
introduce himself in a moment",,1
Training Council,1,low,lobbyist,LEA director,,1
City Yellow,1,low,legislator,,,1
Doing Anyone Else,1,low,legislator,,,1
Vetoed It Because,1,low,official,,,1
Gave Us Messages,1,low,official,,,1
Fonte,1,low,unknown,,,1
Collingwood,1,low,unknown,,,1
Joe Velasquez,1,low,expert,,,1
Emeritus At New,1,low,expert,,,1
Lauren Collingwood,1,low,expert,,,1
Mia Rascon,1,low,public,,,1
Italiana Vanda Few,1,low,public,,,1
Javier,1,low,public,"New Mexico voices
for Children economist",,1
Dave Potato,1,low,public,,,1
Professor Lauren Collingwood,1,low,public,,,1
Castaneda,1,low,lobbyist,L U of New Mexico,,1
Conversation Up About,1,low,legislator,,,1
David The Question,1,low,legislator,,,1
Nation The Government,1,low,legislator,,,1
Except One Minute,1,low,legislator,,,1
Said Senate Bill,1,low,legislator,,,1
Paypen Basically Tell,1,low,legislator,,,1
Wirth For Allowing,1,low,legislator,,,1
Very Powerful Center,1,low,legislator,,,1
Source Close,1,low,legislator,,,1
Ivy Soto Point,1,low,legislator,,,1
Ivy Soto Want,1,low,legislator,,,1
Baca Was Join,1,low,legislator,,,1
Baca The New,1,low,legislator,,,1
Baucus,1,low,legislator,,,1
Wirth The Answer,1,low,legislator,,,1
Wirth Sen Bill,1,low,legislator,,,1
Said The Session,1,low,legislator,,,1
Moores Didn,1,low,legislator,,,1
Morris Is Even,1,low,legislator,,,1
Pirtle Interact Just,1,low,legislator,,,1
Steinborn You'Ll,1,low,legislator,,,1
Bill Forty Four,1,low,legislator,,,1
Looking At Six,1,low,official,,,1
Just And Miss,1,low,official,,,1
Cutting Mr Serra,1,low,official,,,1
But The Waters,1,low,official,,,1
Sorry Madam President,1,low,official,,,1
Basically Does,1,low,official,,,1
State Shall Establish,1,low,official,,,1
Pros Secretary Kenny,1,low,official,,,1
Pros,1,low,official,,,1
Shall Serve Four,1,low,official,,,1
Abit And Whatnot,1,low,official,,,1
Dogo All Right,1,low,unknown,,,1
Spencer You'Re,1,low,unknown,,,1
Cerrone Miss Moralis,1,low,unknown,,,1
Those Apparently During,1,low,unknown,,,1
Yep We'Ve,1,low,unknown,,,1
Stacey Path,1,low,unknown,,,1
Donation Your Time,1,low,unknown,,,1
Mayor Times Expired,1,low,unknown,,,1
Mr Needs,1,low,unknown,,,1
Sober Your Recognize,1,low,unknown,,,1
Column We'Ve,1,low,unknown,,,1
Marty Lopez,1,low,public,,,1
Straight,1,low,lobbyist,"COVID to the
period",,1
People Could Learn,1,low,legislator,,,1
Under Certain Areas,1,low,legislator,,,1
Again The Intent,1,low,legislator,,,1
Inclusion Without Further,1,low,legislator,,,1
Ivey Soto West,1,low,legislator,,,1
Lopez My Feeling,1,low,legislator,,,1
Ivey Soto Summarize,1,low,legislator,,,1
Pirtle Adopt,1,low,legislator,,,1
Pirtle Center Course,1,low,legislator,,,1
Offices Bill Nobody,1,low,legislator,,,1
Pirtle Several Men,1,low,legislator,,,1
Lopez Just Act,1,low,legislator,,,1
Lopez Referenced Many,1,low,legislator,,,1
Pirtle Is Our,1,low,legislator,,,1
Just Center Opens,1,low,legislator,,,1
Where Being New,1,low,legislator,,,1
Eso Would Just,1,low,legislator,,,1
Are Doing,1,low,legislator,,,1
Represents Permission What,1,low,legislator,,,1
Wrong Most Which,1,low,legislator,,,1
Diamond You Stole,1,low,legislator,,,1
Ivey Soto Asked,1,low,legislator,,,1
Lopez You Awesome,1,low,legislator,,,1
Lopez Yes Ma,1,low,legislator,,,1
Pirtle Your Concerns,1,low,legislator,,,1
Your Question Too,1,low,legislator,,,1
Ivey Soto Mexico,1,low,legislator,,,1
Pirtle Your Vote,1,low,legislator,,,1
Lopez Or Shall,1,low,legislator,,,1
Ivey Soto Probably,1,low,legislator,,,1
Lopez Considers,1,low,legislator,,,1
Lopez Or Her,1,low,legislator,,,1
Stewart Most Domestic,1,low,legislator,,,1
Ivey Soto Suggesting,1,low,legislator,,,1
Boxer Good Question,1,low,legislator,,,1
Baca One Thing,1,low,legislator,,,1
Baca Zimmerman Knows,1,low,legislator,,,1
Baca You Still,1,low,legislator,,,1
Wirth Or Flow,1,low,legislator,,,1
Pirtle Still Years,1,low,legislator,,,1
Ivy Soto Our,1,low,legislator,,,1
Warsame Eighty Lee,1,low,legislator,,,1
Baca My Apologies,1,low,legislator,,,1
Baca My Show,1,low,legislator,,,1
Stored Opposing Everyone,1,low,legislator,,,1
Geishas,1,low,legislator,,,1
Their Motto,1,low,official,,,1
Some Office,1,low,official,,,1
Yesterday Is Not,1,low,official,,,1
Center Pirtle First,1,low,official,,,1
Senators About Days,1,low,official,,,1
Result Mr Mr,1,low,official,,,1
Rather Than Something,1,low,official,,,1
Before We Got,1,low,official,,,1
Point By Point,1,low,official,,,1
Senators Very Very,1,low,official,,,1
Psoriasis Amendment,1,low,official,,,1
Senators Through Races,1,low,official,,,1
Judge Passed Act,1,low,unknown,,,1
Function That Also,1,low,unknown,,,1
What Relation District,1,low,unknown,,,1
Cover,1,low,unknown,,,1
Kirk Over With,1,low,unknown,,,1
Kirk Maybe Trying,1,low,unknown,,,1
All About What,1,low,unknown,,,1
Gary Risley,1,low,public,,,1
From Our Staff,1,low,legislator,,,1
Worth Some,1,low,legislator,,,1
Awesome Questions Because,1,low,legislator,,,1
Boy,1,low,official,,,1
Worth You'Re,1,low,legislator,,,1
Doing My Understanding,1,low,legislator,,,1
Worth Senate Bill,1,low,legislator,,,1
Neighbor Talked About,1,low,legislator,,,1
Worth Earlier Friendly,1,low,legislator,,,1
Episode Don,1,low,legislator,,,1
More Section,1,low,legislator,,,1
Worth Has Before,1,low,legislator,,,1
Ovie Soto,1,low,legislator,,,1
Nye Birds Issue,1,low,legislator,,,1
Nyberg Issue,1,low,legislator,,,1
Worth My Name,1,low,legislator,,,1
Words Constituents,1,low,legislator,,,1
Morris Others Let,1,low,legislator,,,1
Neighbor Who,1,low,legislator,,,1
Hawkins Center Pirtle,1,low,legislator,,,1
Worth Question About,1,low,legislator,,,1
Every Sort,1,low,legislator,,,1
Nyberg Brought Out,1,low,legislator,,,1
Bach Of Some,1,low,legislator,,,1
Worth For Bringing,1,low,legislator,,,1
Wirth Had Full,1,low,legislator,,,1
Everybody You'Ve,1,low,legislator,,,1
Army On Senate,1,low,legislator,,,1
Pirtle Center,1,low,legislator,,,1
Date Statute,1,low,official,,,1
Judiciary Is Currently,1,low,official,,,1
With Ben Baker,1,low,official,,,1
Urban Center Mars,1,low,unknown,,,1
Been,1,low,unknown,,,1
Beer Bill,1,low,unknown,,,1
Mann,1,low,unknown,,,1
Robin Sanders,1,low,public,,,1
Creating,1,low,public,,,1
Sheriff Mendoza,1,low,lobbyist,Santa Fe County,,1
Right Twenty Five,1,low,legislator,,,1
Lose The Possession,1,low,legislator,,,1
Your Audience,1,low,legislator,,,1
Jail Revoked Release,1,low,legislator,,,1
Baca That Person,1,low,legislator,,,1
Baca Wasn,1,low,legislator,,,1
Pse And They,1,low,legislator,,,1
Wirth Right More,1,low,legislator,,,1
Words And Phrases,1,low,legislator,,,1
Moores Would Say,1,low,legislator,,,1
Which Quickly Mr,1,low,legislator,,,1
Wirth Right Correct,1,low,legislator,,,1
Wirth Carried,1,low,legislator,,,1
What You See,1,low,official,,,1
Mister Haven,1,low,official,,,1
But We Haven,1,low,official,,,1
But Were Knowingly,1,low,official,,,1
Part Of Anyone,1,low,official,,,1
Rt Or Anyone,1,low,official,,,1
What Was Being,1,low,official,,,1
Court Dates,1,low,unknown,,,1
Pepin The Description,1,low,unknown,,,1
Pepper Noted Pml,1,low,unknown,,,1
Pena His Motion,1,low,unknown,,,1
Bought,1,low,unknown,,,1
Pathan Rt Set,1,low,unknown,,,1
Pena Is Accused,1,low,unknown,,,1
Mendoza Showed Us,1,low,unknown,,,1
Mendez Ultimately Set,1,low,unknown,,,1
Quicker Than,1,low,unknown,,,1
Pappas,1,low,unknown,,,1
Ping,1,low,unknown,,,1
Moore Without,1,low,unknown,,,1
Stern More Think,1,low,unknown,,,1
Us More Upon,1,low,unknown,,,1
Penny Up Lost,1,low,unknown,,,1
Kirk Dr Grant,1,low,unknown,,,1
Pep And How,1,low,unknown,,,1
Boller Describing Best,1,low,unknown,,,1
Those And Put,1,low,expert,,,1
Grant Can Find,1,low,expert,,,1
Mark And Speak,1,low,expert,,,1
Jon Boller,1,low,public,,,1
Dr Stewart,1,low,public,,,1
Kelly Bradford,1,low,public,,,1
Mister Mendez,1,low,public,,,1
Minister Also Point,1,low,legislator,,,1
From Our Appoint,1,low,legislator,,,1
Following That Same,1,low,legislator,,,1
Stewart The Start,1,low,legislator,,,1
Graham Services,1,low,legislator,,,1
Duhigg Actually Went,1,low,legislator,,,1
Stewart Is Right,1,low,legislator,,,1
Baca Was Making,1,low,legislator,,,1
Suggestion And Anyone,1,low,legislator,,,1
Sign,1,low,legislator,,,1
Moores Who Referred,1,low,legislator,,,1
Stewart At Center,1,low,legislator,,,1
Morris Was Saying,1,low,legislator,,,1
Providers And Invited,1,low,official,,,1
Seen Respectfully Opposes,1,low,official,,,1
Offer,1,low,official,,,1
Given The List,1,low,official,,,1
Martinez Or Somebody,1,low,unknown,,,1
Martinez Because,1,low,unknown,,,1
Hughes You Too,1,low,unknown,,,1
Units Is Referring,1,low,unknown,,,1
Uses Comment About,1,low,unknown,,,1
Begin To Give,1,low,unknown,,,1
Vance Of Neglect,1,low,legislator,,,1
Ivey Soto Since,1,low,legislator,,,1
Pirtle Would Like,1,low,legislator,,,1
Moores Welcome Welcome,1,low,legislator,,,1
Moores Maybe Having,1,low,legislator,,,1
Padilla Can Come,1,low,legislator,,,1
Duhigg Was Kind,1,low,legislator,,,1
Padilla Analyze,1,low,legislator,,,1
Padilla Have Brought,1,low,legislator,,,1
Padilla Up First,1,low,legislator,,,1
Lopez Actually Raised,1,low,legislator,,,1
Duhigg And First,1,low,legislator,,,1
Padilla Also Said,1,low,legislator,,,1
From Albuquerque Just,1,low,legislator,,,1
Pirtle The Judge,1,low,legislator,,,1
Baca And Finally,1,low,legislator,,,1
Diversionary Programs With,1,low,legislator,,,1
When We Come,1,low,official,,,1
Blalock Give,1,low,official,,,1
Baca For Joining,1,low,unknown,,,1
Torrez Da Torrez,1,low,unknown,,,1
District Attorney Mr,1,low,unknown,,,1
Byron The End,1,low,unknown,,,1
Bower And Kim,1,low,unknown,,,1
Barr And Mr,1,low,unknown,,,1
White The Forty,1,low,unknown,,,1
Bauer Somebody Wanted,1,low,unknown,,,1
Courtney And Alan,1,low,expert,,,1
Courtney And Amanda,1,low,expert,,,1
Egoff,1,low,legislator,,,1
Maas,1,low,legislator,,,1
Maz,1,low,legislator,,,1
Duhe Was Kind,1,low,legislator,,,1
Dee Has Said,1,low,legislator,,,1
Stephannis,1,low,legislator,,,1
Mati Said,1,low,legislator,,,1
When An Individual,1,low,official,,,1
Gueha,1,low,unknown,,,1
Coral Reef,1,low,unknown,,,1
Refused To Settle,1,low,expert,,,1
Offered,1,low,expert,,,1
Chandler So Anyone,1,low,legislator,,,1
Challenge You Gotta,1,low,legislator,,,1
Lots Of Folks,1,low,legislator,,,1
Got It Seems,1,low,legislator,,,1
Lot Of People,1,low,legislator,,,1
Resolution Fourteen Anyone,1,low,legislator,,,1
Wirth And Centers,1,low,legislator,,,1
Brandt Senate Bill,1,low,legislator,,,1
Lopez New Mexico,1,low,legislator,,,1
Stewart On House,1,low,legislator,,,1
Baca In Opposition,1,low,legislator,,,1
Mail Because,1,low,legislator,,,1
Baca This Particular,1,low,legislator,,,1
Baca Relatively Motions,1,low,legislator,,,1
Stewart Concerns But,1,low,legislator,,,1
Wirth Here Want,1,low,legislator,,,1
Sorry The Other,1,low,legislator,,,1
Wirth To Reiterate,1,low,legislator,,,1
Not To Pretend,1,low,legislator,,,1
Wirth Misgivings But,1,low,legislator,,,1
Worked Yes Sir,1,low,legislator,,,1
Studios,1,low,legislator,,,1
Sorry From Five,1,low,official,,,1
Madam Pretend,1,low,official,,,1
Currently We Pay,1,low,official,,,1
What The Vice,1,low,official,,,1
Presenter Ivey Soto,1,low,official,,,1
Kind Of Torn,1,low,official,,,1
Senators For All,1,low,official,,,1
Saw,1,low,official,,,1
Ten Of Fifteen,1,low,official,,,1
Went Through Trying,1,low,unknown,,,1
All We'Ve,1,low,legislator,,,1
Garcia Is Offline,1,low,legislator,,,1
Making Them Subject,1,low,legislator,,,1
Lundstrom Eileen Mr,1,low,legislator,,,1
Lundstrom In Terms,1,low,legislator,,,1
Lundstrom Earlier,1,low,legislator,,,1
Lundstrom And Other,1,low,legislator,,,1
Center Said Earlier,1,low,legislator,,,1
Cadena That Our,1,low,legislator,,,1
Lopez Asked Motion,1,low,legislator,,,1
Hamblen Fifteen Minutes,1,low,legislator,,,1
Wirth Better Approach,1,low,legislator,,,1
Appalachian My Name,1,low,legislator,,,1
Stewart Had Raised,1,low,legislator,,,1
Stewart Is Waving,1,low,legislator,,,1
Someone Just Because,1,low,legislator,,,1
Ortiz Hours Experts,1,low,legislator,,,1
Duhigg You Understand,1,low,legislator,,,1
Paypen Has Handout,1,low,legislator,,,1
Stewart On Center,1,low,legislator,,,1
Stewart Where Where,1,low,legislator,,,1
Duhigg Amendment Etcetera,1,low,legislator,,,1
Not In Georgia,1,low,legislator,,,1
Doing You'Re,1,low,legislator,,,1
Doings Amendment With,1,low,legislator,,,1
Baca Was Amendment,1,low,legislator,,,1
Been Out Missile,1,low,legislator,,,1
Doings Amendment Probably,1,low,legislator,,,1
Minimized What Part,1,low,legislator,,,1
Penal Missed What,1,low,legislator,,,1
Talks About Home,1,low,legislator,,,1
Moores You Jumped,1,low,legislator,,,1
Ortiz Pino How,1,low,legislator,,,1
Look Our Reserves,1,low,legislator,,,1
House Bill Five,1,low,legislator,,,1
Basically The Complete,1,low,legislator,,,1
Baca Is Proposing,1,low,legislator,,,1
Baca Maybe Proposing,1,low,legislator,,,1
Shows One Nonvoting,1,low,legislator,,,1
Lopez Is Suggestion,1,low,legislator,,,1
Baca Is Amended,1,low,legislator,,,1
Lopez She'Ll,1,low,legislator,,,1
Lopez And See,1,low,legislator,,,1
Pirtle Snot Come,1,low,legislator,,,1
Pirtle All Right,1,low,legislator,,,1
Baca So Just,1,low,legislator,,,1
Baca For Bringing,1,low,legislator,,,1
Generally Sell Yeah,1,low,legislator,,,1
Bill Tallman,1,low,legislator,,,1
Madam Pro Ten,1,low,official,,,1
Are You Sir,1,low,official,,,1
Targets Panel,1,low,official,,,1
Unfortunately We'Ve,1,low,official,,,1
Madam Chairs Because,1,low,official,,,1
All Just Going,1,low,official,,,1
These Partition Land,1,low,official,,,1
Bustling When,1,low,official,,,1
Who Is Tearing,1,low,official,,,1
Alright Alright,1,low,official,,,1
Pretty Well Covered,1,low,official,,,1
House Appropriations Keep,1,low,official,,,1
House Program Each,1,low,official,,,1
Against My Concern,1,low,official,,,1
Woman Lundstrom With,1,low,official,,,1
With All Withdraw,1,low,official,,,1
Someone Goes From,1,low,official,,,1
Makes Me Feel,1,low,official,,,1
What We Discussed,1,low,official,,,1
Miss The File,1,low,official,,,1
Fy Other Settle,1,low,official,,,1
Question To Us,1,low,official,,,1
Lundstrom At Greater,1,low,official,,,1
Who Are Ready,1,low,official,,,1
Actually Asks Folks,1,low,official,,,1
Twenty Three,1,low,official,,,1
Does But Those,1,low,official,,,1
Shall Be Non,1,low,official,,,1
Flexibility In Terms,1,low,official,,,1
Then Can Choose,1,low,official,,,1
Gas Haven,1,low,unknown,,,1
Gaps Are These,1,low,unknown,,,1
Roper To Activates,1,low,unknown,,,1
Our That Doctor,1,low,unknown,,,1
Wolfsburg Reported Before,1,low,unknown,,,1
American Psychologically Association,1,low,unknown,,,1
Mathew Said,1,low,expert,,,1
Matthews Mr Wilder,1,low,expert,,,1
Ferrary Whose Home,1,low,legislator,,,1
Period The Remainder,1,low,legislator,,,1
Include,1,low,legislator,,,1
Another State Talk,1,low,legislator,,,1
Correct This How,1,low,legislator,,,1
Pirtle Boxes Worth,1,low,legislator,,,1
But All Faster,1,low,legislator,,,1
Anything More Flexible,1,low,legislator,,,1
Ivy Soto Suggested,1,low,legislator,,,1
Ivey Soto Wants,1,low,legislator,,,1
Moores School,1,low,legislator,,,1
Ivy Soto Neil,1,low,legislator,,,1
Marketing Director,1,low,legislator,,,1
Ivey Soto Sort,1,low,legislator,,,1
Potter Was Still,1,low,legislator,,,1
Mr Correct Lines,1,low,legislator,,,1
With The Other,1,low,legislator,,,1
Are Not Public,1,low,legislator,,,1
One One Concern,1,low,official,,,1
Frustrated Because,1,low,official,,,1
Aligns,1,low,official,,,1
Something You Said,1,low,official,,,1
During The Strain,1,low,official,,,1
Hold On Let,1,low,official,,,1
Senators District All,1,low,official,,,1
Under The Terms,1,low,official,,,1
Wanted To Under,1,low,official,,,1
Just Be Page,1,low,official,,,1
Saying They'Re,1,low,official,,,1
Sharan The Question,1,low,expert,,,1
Tim Hit Penn,1,low,expert,,,1
Tim Hanisch,1,low,public,,,1
Chatters And Collection,1,low,legislator,,,1
Harper Was Stolen,1,low,legislator,,,1
Correctness Borderline Cases,1,low,legislator,,,1
Morris Was Way,1,low,legislator,,,1
Harper Just Stated,1,low,legislator,,,1
